País;Categoría;año;Valor
Grecia;13 JUGOS Y EXTRACTOS VEGETALES;2013;15577,86
Grecia;14 MATERIAS TRENZABLES;2013;5216,08
Grecia;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;61935041,1
Grecia;16 CONSERVAS DE CARNE O PESCADO;2013;1179892,14
Grecia;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;862672,97
Grecia;18 CACAO Y SUS PREPARACIONES;2013;114796,12
Grecia;19 PRODUC. DE CEREALES, DE PASTEL;2013;2251300,95
Grecia;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;3758349,62
Grecia;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;420172,79
Grecia;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;6561327,34
Grecia;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;983744,66
Grecia;24 TABACO Y SUS SUCEDÁNEOS;2013;3987083,99
Grecia;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;3460675,9
Grecia;26 MINERALES, ESCORIAS Y CENIZAS;2013;1143958,84
Grecia;27 COMBUSTIBLES, ACEITES MINERAL.;2013;410917755,2
Grecia;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;1703510,7
Grecia;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;538353,05
Grecia;30 PRODUCTOS FARMACÉUTICOS;2013;24234475,62
Grecia;31 ABONOS;2013;6393686,63
Grecia;32 TANINO, MATERIAS COLORANTES, P;2013;1762801,08
Grecia;33 ACEITES ESENCIALES, PERFUMER.;2013;8294896,46
Grecia;34 JABONES, LUBRICANTES, CERAS;2013;2685981,18
Grecia;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;37215,08
Grecia;36 PÓLVORAS Y EXPLOSIVOS;2013;
Grecia;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;98652,28
Grecia;38 OTROS PRODUCTOS QUÍMICOS;2013;2200507,73
Grecia;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;28729381,72
Grecia;40 CAUCHO Y SUS MANUFACTURAS;2013;2849961,55
Grecia;41 PIELES (EXC. PELETER.), CUEROS;2013;5398961,54
Grecia;42 MANUFACT. DE CUERO, MARROQUINE;2013;691908,76
Grecia;43 PELETERÍA Y SUS CONFECCIONES;2013;662130,78
Grecia;44 MADERA Y SUS MANUFACTURAS;2013;174133
Grecia;45 CORCHO Y SUS MANUFACTURAS;2013;
Grecia;46 MANUFACTURAS DE CESTERÍA;2013;
Grecia;47 PASTA DE MADERA, PAPEL RECICL.;2013;712
Grecia;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;870434,53
Grecia;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;2662618,88
Grecia;50 SEDA;2013;32260,86
Grecia;51 LANA Y PELO FINO;2013;15353,46
Grecia;52 ALGODÓN;2013;6300529,56
Grecia;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;7316,97
Grecia;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;626787,78
Grecia;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;427868,89
Grecia;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;2350424,93
Grecia;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;340517,18
Grecia;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;127998,17
Grecia;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;177304,36
Grecia;60 TEJIDOS DE PUNTO;2013;224148,63
Grecia;61 PRENDAS DE VESTIR, DE PUNTO;2013;10808551,01
Grecia;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;557962,88
Grecia;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;1508322,92
Grecia;64 CALZADO, SUS PARTES;2013;446854,11
Grecia;65 ARTÍCULOS DE SOMBRERERÍA;2013;81633,33
Grecia;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;39189,25
Grecia;67 PLUMAS Y PLUMÓN PREPARADOS;2013;2893,5
Grecia;68 MANUFACTURAS DE PIEDRA, YESO;2013;1287590,32
Grecia;69 PRODUCTOS CERÁMICOS;2013;252737,8
Grecia;70 VIDRIO Y SUS MANUFACTURAS;2013;157221,42
Grecia;71 PIEDRA, METAL. PRECIO., JOYER.;2013;3988455,1
Grecia;72 FUNDICIÓN, HIERRO Y ACERO;2013;36296426,22
Grecia;73 MANUF. DE FUNDIC., HIER./ACERO;2013;2019223,19
Grecia;74 COBRE Y SUS MANUFACTURAS;2013;23447873,46
Grecia;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Grecia;76 ALUMINIO Y SUS MANUFACTURAS;2013;18499444,75
Grecia;78 PLOMO Y SUS MANUFACTURAS;2013;44365,7
Grecia;79 CINC Y SUS MANUFACTURAS;2013;4418,46
Grecia;80 ESTAÑO Y SUS MANUFACTURAS;2013;11692,23
Grecia;81 OTROS METAL. COMUNES, CERMETS;2013;2003,61
Grecia;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;2001648,94
Grecia;83 MANUFACT. DIVERSAS DE METALES;2013;5331232,17
Grecia;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;18372544,94
Grecia;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;5902148,2
Grecia;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Grecia;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;1721732,27
Grecia;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;110069,66
Grecia;89 BARCOS Y EMBARCACIONES;2013;4088,95
Grecia;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;9835140,42
Grecia;91 RELOJERÍA;2013;76249,28
Grecia;92 INSTRUMENTOS MUSICALES;2013;4374
Grecia;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;43418,4
Grecia;94 MUEBLES, SILLAS, LÁMPARAS;2013;768300,15
Grecia;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;952515,69
Grecia;96 MANUFACTURAS DIVERSAS;2013;639021,84
Grecia;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;1503
Grecia;98 CONJUNT. INDUST., REGL. 840/96;2013;
Grecia;99 CONJUNT. DE OTROS PRODUCTOS;2013;42182,2
Guatemala;00 COMERCIO CONFIDENCIAL;2013;
Guatemala;01 ANIMALES VIVOS;2013;2983,74
Guatemala;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Guatemala;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;27269760,77
Guatemala;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;767006,4
Guatemala;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Guatemala;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;267606,36
Guatemala;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;317035,97
Guatemala;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;336467,03
Guatemala;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;3364323,19
Guatemala;10 CEREALES;2013;
Guatemala;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Guatemala;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;1681772,12
Guatemala;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Guatemala;14 MATERIAS TRENZABLES;2013;
Guatemala;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Guatemala;16 CONSERVAS DE CARNE O PESCADO;2013;42119736
Guatemala;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;8927710,51
Guatemala;18 CACAO Y SUS PREPARACIONES;2013;
Guatemala;19 PRODUC. DE CEREALES, DE PASTEL;2013;250,06
Guatemala;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;2391328,23
Guatemala;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;982,59
Guatemala;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;2414122,93
Guatemala;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;112937,45
Guatemala;24 TABACO Y SUS SUCEDÁNEOS;2013;3514780,65
Guatemala;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;432629,86
Guatemala;26 MINERALES, ESCORIAS Y CENIZAS;2013;145419,77
Guatemala;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Guatemala;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;12546,91
Guatemala;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Guatemala;30 PRODUCTOS FARMACÉUTICOS;2013;167,14
Guatemala;31 ABONOS;2013;4306,29
Guatemala;32 TANINO, MATERIAS COLORANTES, P;2013;56271,68
Guatemala;33 ACEITES ESENCIALES, PERFUMER.;2013;182303,31
Guatemala;34 JABONES, LUBRICANTES, CERAS;2013;2586,44
Guatemala;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Guatemala;36 PÓLVORAS Y EXPLOSIVOS;2013;
Guatemala;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Guatemala;38 OTROS PRODUCTOS QUÍMICOS;2013;55,19
Guatemala;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;52372,11
Guatemala;40 CAUCHO Y SUS MANUFACTURAS;2013;1011655,86
Guatemala;41 PIELES (EXC. PELETER.), CUEROS;2013;
Guatemala;42 MANUFACT. DE CUERO, MARROQUINE;2013;56742,99
Guatemala;43 PELETERÍA Y SUS CONFECCIONES;2013;
Guatemala;44 MADERA Y SUS MANUFACTURAS;2013;62407,13
Guatemala;45 CORCHO Y SUS MANUFACTURAS;2013;205,12
Guatemala;46 MANUFACTURAS DE CESTERÍA;2013;
Guatemala;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Guatemala;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;624,28
Guatemala;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;7602,21
Guatemala;50 SEDA;2013;
Guatemala;51 LANA Y PELO FINO;2013;
Guatemala;52 ALGODÓN;2013;48948,62
Guatemala;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Guatemala;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Guatemala;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Guatemala;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;58,95
Guatemala;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Guatemala;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;150,6
Guatemala;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Guatemala;60 TEJIDOS DE PUNTO;2013;
Guatemala;61 PRENDAS DE VESTIR, DE PUNTO;2013;290691,66
Guatemala;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;372191,72
Guatemala;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;46518,56
Guatemala;64 CALZADO, SUS PARTES;2013;697,09
Guatemala;65 ARTÍCULOS DE SOMBRERERÍA;2013;362,79
Guatemala;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Guatemala;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Guatemala;68 MANUFACTURAS DE PIEDRA, YESO;2013;118047,22
Guatemala;69 PRODUCTOS CERÁMICOS;2013;1749,16
Guatemala;70 VIDRIO Y SUS MANUFACTURAS;2013;3246,15
Guatemala;71 PIEDRA, METAL. PRECIO., JOYER.;2013;91985,62
Guatemala;72 FUNDICIÓN, HIERRO Y ACERO;2013;54763,79
Guatemala;73 MANUF. DE FUNDIC., HIER./ACERO;2013;
Guatemala;74 COBRE Y SUS MANUFACTURAS;2013;36,96
Guatemala;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Guatemala;76 ALUMINIO Y SUS MANUFACTURAS;2013;879321,83
Guatemala;78 PLOMO Y SUS MANUFACTURAS;2013;
Guatemala;79 CINC Y SUS MANUFACTURAS;2013;
Guatemala;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Guatemala;81 OTROS METAL. COMUNES, CERMETS;2013;
Guatemala;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;946,86
Guatemala;83 MANUFACT. DIVERSAS DE METALES;2013;169,02
Guatemala;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;87949,61
Guatemala;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;168670,57
Guatemala;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Guatemala;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;16031,93
Guatemala;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;152,49
Guatemala;89 BARCOS Y EMBARCACIONES;2013;320
Guatemala;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;3562,8
Guatemala;91 RELOJERÍA;2013;
Guatemala;92 INSTRUMENTOS MUSICALES;2013;101,9
Guatemala;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Guatemala;94 MUEBLES, SILLAS, LÁMPARAS;2013;22648,16
Guatemala;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;54,72
Guatemala;96 MANUFACTURAS DIVERSAS;2013;158,77
Guatemala;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;333,28
Guatemala;98 CONJUNT. INDUST., REGL. 840/96;2013;
Guatemala;99 CONJUNT. DE OTROS PRODUCTOS;2013;46899,82
India;00 COMERCIO CONFIDENCIAL;2013;
India;01 ANIMALES VIVOS;2013;
India;02 CARNE Y DESPOJOS COMESTIBLES;2013;
India;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;110054769,2
India;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
India;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;1671401,23
India;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;636648,63
India;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;16741213,92
India;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;22311941,1
India;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;28044208,65
India;10 CEREALES;2013;19385251,92
India;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;98694,37
India;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;10474288,11
India;13 JUGOS Y EXTRACTOS VEGETALES;2013;3940078,99
India;14 MATERIAS TRENZABLES;2013;3844500,69
India;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;2107834,07
India;16 CONSERVAS DE CARNE O PESCADO;2013;4915490,5
India;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;3749125,54
India;18 CACAO Y SUS PREPARACIONES;2013;
India;19 PRODUC. DE CEREALES, DE PASTEL;2013;80297,93
India;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;7358240,33
India;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;454344,82
India;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;1450804,39
India;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;791468,43
India;24 TABACO Y SUS SUCEDÁNEOS;2013;3635476,78
India;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;10299055,87
India;26 MINERALES, ESCORIAS Y CENIZAS;2013;2173492,98
India;27 COMBUSTIBLES, ACEITES MINERAL.;2013;156804615,6
India;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;8746924,03
India;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;268143630,4
India;30 PRODUCTOS FARMACÉUTICOS;2013;54309538,15
India;31 ABONOS;2013;215565,09
India;32 TANINO, MATERIAS COLORANTES, P;2013;48772066,48
India;33 ACEITES ESENCIALES, PERFUMER.;2013;11653548,2
India;34 JABONES, LUBRICANTES, CERAS;2013;2127153,52
India;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;1333008,58
India;36 PÓLVORAS Y EXPLOSIVOS;2013;111469,65
India;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;26781,47
India;38 OTROS PRODUCTOS QUÍMICOS;2013;31204151,01
India;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;39900739,22
India;40 CAUCHO Y SUS MANUFACTURAS;2013;23576085,32
India;41 PIELES (EXC. PELETER.), CUEROS;2013;31188307,67
India;42 MANUFACT. DE CUERO, MARROQUINE;2013;120329638,9
India;43 PELETERÍA Y SUS CONFECCIONES;2013;601337,74
India;44 MADERA Y SUS MANUFACTURAS;2013;3056903,11
India;45 CORCHO Y SUS MANUFACTURAS;2013;5368,38
India;46 MANUFACTURAS DE CESTERÍA;2013;338819,01
India;47 PASTA DE MADERA, PAPEL RECICL.;2013;22,43
India;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;1642614,95
India;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;2188871,83
India;50 SEDA;2013;1687526,24
India;51 LANA Y PELO FINO;2013;3125601,85
India;52 ALGODÓN;2013;35032393,34
India;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;3155542,48
India;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;29219211,95
India;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;24950909,81
India;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;1407481,45
India;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;14898298,99
India;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;2839307,08
India;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;412123,31
India;60 TEJIDOS DE PUNTO;2013;466554,32
India;61 PRENDAS DE VESTIR, DE PUNTO;2013;177639854,1
India;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;270352195,6
India;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;65794152,72
India;64 CALZADO, SUS PARTES;2013;86611406,13
India;65 ARTÍCULOS DE SOMBRERERÍA;2013;189052,2
India;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;17195,94
India;67 PLUMAS Y PLUMÓN PREPARADOS;2013;1345886,57
India;68 MANUFACTURAS DE PIEDRA, YESO;2013;8145407,55
India;69 PRODUCTOS CERÁMICOS;2013;2590337,14
India;70 VIDRIO Y SUS MANUFACTURAS;2013;8006945,41
India;71 PIEDRA, METAL. PRECIO., JOYER.;2013;34973442,85
India;72 FUNDICIÓN, HIERRO Y ACERO;2013;158545892,8
India;73 MANUF. DE FUNDIC., HIER./ACERO;2013;58428871,23
India;74 COBRE Y SUS MANUFACTURAS;2013;4675571,82
India;75 NÍQUEL Y SUS MANUFACTURAS;2013;52263,84
India;76 ALUMINIO Y SUS MANUFACTURAS;2013;4964877,63
India;78 PLOMO Y SUS MANUFACTURAS;2013;
India;79 CINC Y SUS MANUFACTURAS;2013;803,41
India;80 ESTAÑO Y SUS MANUFACTURAS;2013;11288,44
India;81 OTROS METAL. COMUNES, CERMETS;2013;1955,35
India;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;6619041,21
India;83 MANUFACT. DIVERSAS DE METALES;2013;8719980,47
India;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;97042882,02
India;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;71131722,47
India;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;43361,51
India;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;134815663,2
India;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;232127,63
India;89 BARCOS Y EMBARCACIONES;2013;5468,29
India;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;15941985,34
India;91 RELOJERÍA;2013;142801,83
India;92 INSTRUMENTOS MUSICALES;2013;94438,98
India;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;178700,41
India;94 MUEBLES, SILLAS, LÁMPARAS;2013;17191451,84
India;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;1592310,78
India;96 MANUFACTURAS DIVERSAS;2013;7227155,58
India;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;36000,62
India;98 CONJUNT. INDUST., REGL. 840/96;2013;
India;99 CONJUNT. DE OTROS PRODUCTOS;2013;1359772,53
Laos;00 COMERCIO CONFIDENCIAL;2013;
Laos;01 ANIMALES VIVOS;2013;
Laos;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Laos;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Laos;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Laos;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Laos;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Laos;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Laos;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;
Laos;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;835154,66
Laos;10 CEREALES;2013;79238,4
Laos;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Laos;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;
Laos;13 JUGOS Y EXTRACTOS VEGETALES;2013;204427,01
Laos;14 MATERIAS TRENZABLES;2013;
Laos;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Laos;16 CONSERVAS DE CARNE O PESCADO;2013;
Laos;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;
Laos;18 CACAO Y SUS PREPARACIONES;2013;
Laos;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Laos;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Laos;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;
Laos;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;
Laos;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Laos;24 TABACO Y SUS SUCEDÁNEOS;2013;
Laos;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;
Laos;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Laos;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Laos;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Laos;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Laos;30 PRODUCTOS FARMACÉUTICOS;2013;
Laos;31 ABONOS;2013;
Laos;32 TANINO, MATERIAS COLORANTES, P;2013;
Laos;33 ACEITES ESENCIALES, PERFUMER.;2013;1769,89
Laos;34 JABONES, LUBRICANTES, CERAS;2013;
Laos;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Laos;36 PÓLVORAS Y EXPLOSIVOS;2013;
Laos;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Laos;38 OTROS PRODUCTOS QUÍMICOS;2013;
Laos;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;
Laos;40 CAUCHO Y SUS MANUFACTURAS;2013;
Laos;41 PIELES (EXC. PELETER.), CUEROS;2013;
Laos;42 MANUFACT. DE CUERO, MARROQUINE;2013;63050
Laos;43 PELETERÍA Y SUS CONFECCIONES;2013;
Laos;44 MADERA Y SUS MANUFACTURAS;2013;385,1
Laos;45 CORCHO Y SUS MANUFACTURAS;2013;
Laos;46 MANUFACTURAS DE CESTERÍA;2013;
Laos;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Laos;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;
Laos;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;
Laos;50 SEDA;2013;
Laos;51 LANA Y PELO FINO;2013;
Laos;52 ALGODÓN;2013;
Laos;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Laos;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Laos;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Laos;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Laos;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Laos;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Laos;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Laos;60 TEJIDOS DE PUNTO;2013;
Laos;61 PRENDAS DE VESTIR, DE PUNTO;2013;2200538,94
Laos;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;5485044,01
Laos;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;
Laos;64 CALZADO, SUS PARTES;2013;14766
Laos;65 ARTÍCULOS DE SOMBRERERÍA;2013;
Laos;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Laos;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Laos;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Laos;69 PRODUCTOS CERÁMICOS;2013;
Laos;70 VIDRIO Y SUS MANUFACTURAS;2013;
Laos;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Laos;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Laos;73 MANUF. DE FUNDIC., HIER./ACERO;2013;
Laos;74 COBRE Y SUS MANUFACTURAS;2013;
Laos;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Laos;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Laos;78 PLOMO Y SUS MANUFACTURAS;2013;
Laos;79 CINC Y SUS MANUFACTURAS;2013;
Laos;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Laos;81 OTROS METAL. COMUNES, CERMETS;2013;
Laos;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;
Laos;83 MANUFACT. DIVERSAS DE METALES;2013;
Laos;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;1370,7
Laos;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;626,98
Laos;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Laos;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;
Laos;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Laos;89 BARCOS Y EMBARCACIONES;2013;
Laos;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;
Laos;91 RELOJERÍA;2013;
Laos;92 INSTRUMENTOS MUSICALES;2013;
Laos;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Laos;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Laos;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;
Laos;96 MANUFACTURAS DIVERSAS;2013;
Laos;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Laos;98 CONJUNT. INDUST., REGL. 840/96;2013;
Laos;99 CONJUNT. DE OTROS PRODUCTOS;2013;520,36
Malasia;00 COMERCIO CONFIDENCIAL;2013;
Malasia;01 ANIMALES VIVOS;2013;
Malasia;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Malasia;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;112195,83
Malasia;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;2452,66
Malasia;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Malasia;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;2030,3
Malasia;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;1584
Malasia;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;208955,03
Malasia;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;1253370,72
Malasia;10 CEREALES;2013;
Malasia;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Malasia;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;1000
Malasia;13 JUGOS Y EXTRACTOS VEGETALES;2013;566433,02
Malasia;14 MATERIAS TRENZABLES;2013;45021,03
Malasia;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;72888776,19
Malasia;16 CONSERVAS DE CARNE O PESCADO;2013;54,45
Malasia;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;57091,8
Malasia;18 CACAO Y SUS PREPARACIONES;2013;1124180,16
Malasia;19 PRODUC. DE CEREALES, DE PASTEL;2013;54903,59
Malasia;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;145477,47
